city,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3 
xinganmeng,2017-01-07,良,81,223,59,78,17,40,1.74,26
xinganmeng,2017-01-08,优,49,75,33,47,9,22,0.93,37
xinganmeng,2017-01-09,优,31,8,10,17,14,8,0.43,60
xinganmeng,2017-01-10,优,28,6,10,18,9,7,0.35,56
xinganmeng,2017-01-11,优,30,17,11,18,13,10,0.43,55
xinganmeng,2017-01-12,优,29,23,8,16,9,8,0.40,57
xinganmeng,2017-01-13,优,29,33,12,19,7,8,0.38,54
xinganmeng,2017-01-14,优,27,13,12,21,7,10,0.42,49
xinganmeng,2017-01-15,良,51,123,32,48,11,24,1.00,33
xinganmeng,2017-01-16,良,74,166,50,75,19,34,1.46,15
xinganmeng,2017-01-17,轻度污染,101,221,75,104,17,38,2.30,10
xinganmeng,2017-01-18,优,44,47,26,37,9,17,0.73,43
xinganmeng,2017-01-19,优,27,9,13,19,6,10,0.44,53
xinganmeng,2017-01-20,优,30,8,14,22,13,12,0.52,51
xinganmeng,2017-01-21,优,49,37,32,49,11,15,0.71,39
xinganmeng,2017-01-22,优,37,11,24,29,9,14,0.59,48
xinganmeng,2017-01-23,优,31,3,13,20,7,11,0.47,57
xinganmeng,2017-01-24,优,46,40,26,38,12,25,0.96,51
xinganmeng,2017-01-25,优,37,10,20,33,13,17,0.94,58
xinganmeng,2017-01-26,优,44,19,17,43,6,8,0.54,66
xinganmeng,2017-01-27,优,49,33,22,32,11,7,0.40,71
xinganmeng,2017-01-28,良,93,109,71,92,21,12,0.64,56
xinganmeng,2017-01-29,优,36,4,16,26,5,7,0.40,65
xinganmeng,2017-01-30,优,35,13,10,16,13,6,0.35,70
xinganmeng,2017-01-31,优,34,18,10,20,6,6,0.32,69
xinganmeng,2017-02-01,优,37,28,13,24,16,7,0.38,72
xinganmeng,2017-02-02,优,38,26,10,15,10,8,0.25,72
xinganmeng,2017-02-03,优,48,82,26,40,10,20,0.80,51
xinganmeng,2017-02-04,优,46,48,28,41,9,18,0.62,57
xinganmeng,2017-02-05,优,41,30,21,30,5,13,0.53,60
xinganmeng,2017-02-06,优,33,11,11,19,6,11,0.35,64
xinganmeng,2017-02-07,优,47,100,21,39,8,20,0.61,54
xinganmeng,2017-02-08,优,37,41,9,16,3,6,0.24,72
xinganmeng,2017-02-09,优,37,29,12,24,4,9,0.32,68
xinganmeng,2017-02-10,优,35,10,11,20,4,8,0.32,65
xinganmeng,2017-02-11,优,49,31,23,44,11,15,0.46,60
xinganmeng,2017-02-12,优,41,10,22,35,8,18,0.56,60
xinganmeng,2017-02-13,良,59,55,32,64,10,26,0.96,43
xinganmeng,2017-02-14,优,44,16,22,41,8,19,0.78,51
xinganmeng,2017-02-15,优,43,6,20,42,11,19,1.02,51
xinganmeng,2017-02-16,良,52,29,13,55,4,6,0.22,77
xinganmeng,2017-02-17,优,39,17,10,17,9,7,0.25,75
xinganmeng,2017-02-18,优,36,10,11,19,8,8,0.29,67
xinganmeng,2017-02-19,良,63,73,24,79,6,10,0.38,62
xinganmeng,2017-02-20,优,37,13,14,18,13,11,0.31,73
xinganmeng,2017-02-21,优,36,10,15,22,9,14,0.53,61
xinganmeng,2017-02-22,优,40,47,12,15,5,6,0.23,82
xinganmeng,2017-02-23,优,44,94,12,14,4,5,0.22,86
xinganmeng,2017-02-24,优,41,68,11,17,5,6,0.41,81
xinganmeng,2017-02-25,优,38,50,13,17,4,7,0.27,74
xinganmeng,2017-02-26,优,37,22,13,18,5,10,0.33,69
xinganmeng,2017-02-27,优,39,7,16,24,7,9,0.34,72
xinganmeng,2017-02-28,优,42,12,9,19,4,6,0.21,81
xinganmeng,2017-03-01,优,40,20,8,13,2,3,0.17,79
xinganmeng,2017-03-02,优,42,17,17,32,13,13,0.65,66
xinganmeng,2017-03-03,优,39,7,21,35,9,13,0.46,60
xinganmeng,2017-03-04,优,41,15,24,39,14,14,0.96,61
xinganmeng,2017-03-05,优,39,16,16,26,6,10,0.34,66
xinganmeng,2017-03-06,优,39,26,14,28,6,10,0.32,67
xinganmeng,2017-03-07,优,39,33,11,22,3,7,0.25,78
xinganmeng,2017-03-08,优,42,42,8,19,3,6,0.22,83
xinganmeng,2017-03-09,优,40,24,11,19,8,9,0.26,77
xinganmeng,2017-03-10,优,39,29,16,28,7,13,0.34,71
xinganmeng,2017-03-11,优,50,66,22,49,5,11,0.33,70
xinganmeng,2017-03-12,优,41,45,9,21,3,6,0.19,80
xinganmeng,2017-03-13,优,45,106,14,32,5,14,0.34,71
xinganmeng,2017-03-14,良,51,154,27,50,9,21,0.63,63
xinganmeng,2017-03-15,良,62,164,37,67,10,31,0.80,50
xinganmeng,2017-03-16,良,63,160,36,73,7,30,0.74,47
xinganmeng,2017-03-17,轻度污染,125,324,94,149,14,41,1.04,55
xinganmeng,2017-03-18,良,66,146,36,65,5,20,0.51,62
xinganmeng,2017-03-19,优,44,60,13,32,7,14,0.34,72
xinganmeng,2017-03-20,优,41,47,11,28,2,7,0.21,82
xinganmeng,2017-03-21,优,41,39,13,28,4,10,0.28,78
xinganmeng,2017-03-22,优,44,80,16,37,3,11,0.27,73
xinganmeng,2017-03-23,优,44,68,19,42,5,17,0.44,66
xinganmeng,2017-03-24,良,59,154,34,64,7,25,0.69,55
xinganmeng,2017-03-25,良,66,180,39,73,6,26,0.61,61
xinganmeng,2017-03-26,良,81,253,57,93,6,25,0.61,66
xinganmeng,2017-03-27,良,57,61,34,51,4,18,0.46,70
xinganmeng,2017-03-28,优,45,19,17,30,8,15,0.38,79
xinganmeng,2017-03-29,良,62,74,32,54,3,13,0.32,82
xinganmeng,2017-03-30,良,60,125,34,55,4,23,0.44,67
xinganmeng,2017-03-31,优,48,92,20,45,5,20,0.46,72
xinganmeng,2017-04-01,良,62,127,33,66,7,24,0.58,58
xinganmeng,2017-04-02,优,45,20,18,40,3,17,0.38,74
xinganmeng,2017-04-03,良,59,69,27,61,8,22,0.52,71
xinganmeng,2017-04-04,良,66,108,30,75,8,24,0.48,83
xinganmeng,2017-04-05,良,91,253,45,130,7,22,0.56,72
xinganmeng,2017-04-06,良,73,175,39,76,4,14,0.32,82
xinganmeng,2017-04-07,良,58,113,26,65,3,11,0.26,83
xinganmeng,2017-04-08,优,40,40,9,26,2,8,0.23,78
xinganmeng,2017-04-09,优,38,68,10,31,7,14,0.32,65
xinganmeng,2017-04-10,优,46,135,11,46,13,13,0.55,68
xinganmeng,2017-04-11,优,41,63,7,28,2,7,0.15,80
xinganmeng,2017-04-12,优,42,46,11,27,3,10,0.23,79
xinganmeng,2017-04-13,优,40,16,11,38,16,16,0.45,64
xinganmeng,2017-04-14,优,43,13,14,40,5,15,0.30,73
xinganmeng,2017-04-15,良,58,57,14,67,5,11,0.21,87
xinganmeng,2017-04-16,优,49,39,17,43,3,15,0.30,77
xinganmeng,2017-04-17,良,58,139,26,48,6,13,0.36,80
xinganmeng,2017-04-18,良,78,204,50,69,3,19,0.42,63
xinganmeng,2017-04-19,优,49,70,21,46,4,21,0.43,54
xinganmeng,2017-04-20,优,45,50,17,41,10,12,0.43,77
xinganmeng,2017-04-21,良,54,137,20,58,16,21,0.59,62
xinganmeng,2017-04-22,优,50,69,10,51,13,12,0.36,74
xinganmeng,2017-04-23,优,38,14,12,29,9,10,0.23,75
xinganmeng,2017-04-23,优,38,14,12,29,9,10,0.23,75
xinganmeng,2017-04-24,优,37,21,12,33,2,15,0.24,52
xinganmeng,2017-04-25,优,39,39,11,29,2,8,0.20,74
xinganmeng,2017-04-26,优,42,77,8,25,2,10,0.22,79
xinganmeng,2017-04-27,优,44,84,10,37,2,17,0.26,73
xinganmeng,2017-04-28,良,53,66,14,50,3,22,0.31,75
xinganmeng,2017-04-29,轻度污染,102,330,28,154,4,13,0.32,84
xinganmeng,2017-04-30,良,59,56,17,64,4,10,0.32,77
xinganmeng,2017-05-01,良,56,55,19,54,4,17,0.37,76
xinganmeng,2017-05-02,良,84,266,32,115,4,14,0.35,107
xinganmeng,2017-05-03,轻度污染,112,331,55,158,7,12,0.57,133
xinganmeng,2017-05-04,严重污染,294,324,176,854,3,8,0.33,87
xinganmeng,2017-05-05,良,82,194,25,105,3,14,0.63,50
xinganmeng,2017-05-06,良,56,65,14,63,1,5,0.23,70
xinganmeng,2017-05-07,优,48,56,15,48,4,15,0.42,76
xinganmeng,2017-05-08,良,58,133,28,62,4,16,0.49,81
xinganmeng,2017-05-09,轻度污染,139,357,45,183,4,12,0.41,120
xinganmeng,2017-05-10,良,85,287,31,108,5,12,0.32,82
xinganmeng,2017-05-11,良,79,226,25,107,7,19,0.38,59
xinganmeng,2017-05-12,优,38,23,14,35,10,14,0.49,54
xinganmeng,2017-05-13,良,55,104,18,60,1,17,0.24,50
xinganmeng,2017-05-14,良,52,77,15,57,1,10,0.24,72
xinganmeng,2017-05-15,优,44,67,12,39,2,12,0.27,76
xinganmeng,2017-05-16,良,52,113,19,53,3,22,0.36,63
xinganmeng,2017-05-17,良,58,74,22,60,4,15,0.43,88
xinganmeng,2017-05-18,良,79,182,37,104,12,18,0.57,94
xinganmeng,2017-05-19,良,62,114,23,68,3,13,0.27,86
xinganmeng,2017-05-20,优,50,75,15,51,1,9,0.17,73
xinganmeng,2017-05-20,优,50,75,15,51,1,9,0.17,73
xinganmeng,2017-05-21,优,36,39,15,26,5,15,0.23,64
xinganmeng,2017-05-22,优,30,29,15,28,3,18,0.27,42
xinganmeng,2017-05-23,优,48,158,17,47,4,21,0.39,67
xinganmeng,2017-05-24,良,53,164,20,56,5,18,0.27,55
xinganmeng,2017-05-25,优,36,26,11,27,3,11,0.24,65
xinganmeng,2017-05-26,优,50,59,13,37,4,16,0.29,80
xinganmeng,2017-05-27,良,60,70,17,38,4,10,0.27,115
xinganmeng,2017-05-28,良,77,129,25,91,4,11,0.30,91
xinganmeng,2017-05-29,优,49,37,15,49,6,12,0.25,69
xinganmeng,2017-05-30,优,41,28,11,34,4,9,0.41,69
xinganmeng,2017-05-31,优,33,24,12,30,2,6,0.27,55
xinganmeng,2017-06-01,优,27,10,12,21,2,6,0.18,52
xinganmeng,2017-06-02,优,37,53,14,36,2,11,0.44,54
xinganmeng,2017-06-03,优,37,47,14,35,3,11,0.35,59
xinganmeng,2017-06-04,良,51,142,18,51,3,18,0.54,57
xinganmeng,2017-06-05,良,59,267,22,51,3,18,0.35,76
xinganmeng,2017-06-06,良,69,338,29,64,6,11,0.74,110
xinganmeng,2017-06-07,优,34,24,12,20,2,9,0.20,65
xinganmeng,2017-06-08,优,36,41,10,30,1,9,0.31,65
xinganmeng,2017-06-09,优,39,91,10,36,1,5,0.32,61
xinganmeng,2017-06-10,优,34,71,13,33,2,6,0.30,49
xinganmeng,2017-06-11,优,45,146,20,46,2,14,0.29,51
xinganmeng,2017-06-12,优,48,166,16,48,3,19,0.32,57
xinganmeng,2017-06-13,良,58,217,19,62,2,19,0.39,61
xinganmeng,2017-06-14,良,60,203,25,69,2,11,0.25,83
xinganmeng,2017-06-15,良,62,180,26,53,8,14,0.74,105
xinganmeng,2017-06-16,优,50,138,19,42,11,18,0.58,80
xinganmeng,2017-06-17,良,61,151,23,64,9,23,0.59,74
xinganmeng,2017-06-18,优,38,42,9,16,2,14,0.57,79
xinganmeng,2017-06-19,优,39,65,16,29,3,18,0.39,72
xinganmeng,2017-06-20,优,27,19,12,18,2,10,0.29,58
xinganmeng,2017-06-21,优,39,80,14,20,3,11,0.32,71
xinganmeng,2017-06-22,优,35,73,9,31,3,19,0.31,59
xinganmeng,2017-06-23,良,59,223,13,57,5,28,0.42,65
xinganmeng,2017-06-24,良,65,270,18,66,6,29,0.58,69
xinganmeng,2017-06-25,优,50,164,16,49,4,13,0.38,88
xinganmeng,2017-06-26,良,62,197,22,69,10,24,0.50,70
xinganmeng,2017-06-27,良,68,217,21,64,3,15,0.44,106
xinganmeng,2017-06-28,良,78,260,21,62,4,14,0.50,132
xinganmeng,2017-06-29,良,90,292,44,100,6,11,0.64,137
xinganmeng,2017-06-30,良,52,171,26,52,8,15,0.73,76
xinganmeng,2017-07-01,良,54,193,15,41,3,12,0.46,95
xinganmeng,2017-07-02,优,46,169,18,46,3,19,0.77,67
xinganmeng,2017-07-03,优,47,160,17,45,3,19,0.43,65
xinganmeng,2017-07-04,良,62,219,22,58,2,23,0.48,77
xinganmeng,2017-07-05,良,66,249,21,62,4,21,0.57,92
xinganmeng,2017-07-06,良,71,299,34,65,8,16,0.79,120
xinganmeng,2017-07-07,良,70,303,33,69,4,13,1.41,109
xinganmeng,2017-07-08,良,61,246,34,62,3,12,1.00,92
xinganmeng,2017-07-09,优,47,183,12,36,8,11,0.85,87
xinganmeng,2017-07-10,优,39,123,11,38,14,13,0.62,53
xinganmeng,2017-07-11,优,40,87,13,33,8,13,0.53,67
xinganmeng,2017-07-12,优,41,81,10,31,25,20,0.73,70
xinganmeng,2017-07-13,优,48,116,11,36,7,22,0.36,75
xinganmeng,2017-07-14,优,35,48,9,27,4,12,0.27,62
xinganmeng,2017-07-15,优,46,155,12,43,6,27,0.47,50
xinganmeng,2017-07-16,优,50,177,9,35,4,23,0.44,66
xinganmeng,2017-07-17,良,57,213,13,35,4,13,0.47,108
xinganmeng,2017-07-18,良,67,265,17,44,5,17,0.63,110
xinganmeng,2017-07-19,优,41,119,9,24,8,12,0.50,78
xinganmeng,2017-07-20,优,35,69,10,29,5,22,0.45,45
xinganmeng,2017-07-21,优,41,104,9,18,3,15,0.33,77
xinganmeng,2017-07-22,优,45,115,7,23,8,11,0.46,88
xinganmeng,2017-07-23,优,39,73,8,26,9,22,0.47,62
xinganmeng,2017-07-24,优,31,38,8,22,2,13,0.25,57
xinganmeng,2017-07-25,优,39,64,8,30,2,16,0.33,59
xinganmeng,2017-07-26,优,39,53,12,24,5,11,0.57,78
xinganmeng,2017-07-27,优,41,69,15,29,2,17,0.80,65
xinganmeng,2017-07-28,优,44,88,12,29,7,21,0.65,65
xinganmeng,2017-07-29,优,41,70,8,26,2,11,0.41,82
xinganmeng,2017-07-30,优,45,85,10,24,6,16,0.58,86
xinganmeng,2017-07-31,优,45,113,9,35,10,26,0.60,66
xinganmeng,2017-08-01,优,41,102,10,25,2,17,0.43,78
xinganmeng,2017-08-02,优,48,204,21,39,5,11,0.65,92
xinganmeng,2017-08-03,优,37,90,9,17,2,6,0.50,70
xinganmeng,2017-08-04,优,37,69,6,18,2,6,0.41,71
xinganmeng,2017-08-05,优,46,120,6,24,3,10,0.54,90
xinganmeng,2017-08-06,良,58,196,8,38,9,14,0.46,101
xinganmeng,2017-08-07,优,34,43,6,21,3,11,0.29,67
xinganmeng,2017-08-08,优,31,37,7,23,9,13,0.79,58
xinganmeng,2017-08-09,优,33,62,9,28,6,15,0.60,51
xinganmeng,2017-08-10,优,40,102,11,26,4,11,0.57,80
xinganmeng,2017-08-11,良,51,160,13,28,4,7,0.58,97
xinganmeng,2017-08-12,良,54,219,12,26,4,8,0.76,104
xinganmeng,2017-08-13,良,54,228,24,42,16,13,1.59,88
xinganmeng,2017-08-14,优,49,205,14,28,5,11,1.39,86
xinganmeng,2017-08-15,优,33,86,9,28,1,10,0.46,59
xinganmeng,2017-08-16,优,29,46,10,23,2,7,0.34,50
xinganmeng,2017-08-17,优,28,44,12,27,1,8,0.33,47
xinganmeng,2017-08-18,优,38,97,12,37,1,14,0.41,45
xinganmeng,2017-08-19,优,46,153,13,44,3,16,0.46,50
xinganmeng,2017-08-20,优,41,111,14,37,4,14,0.42,55
xinganmeng,2017-08-21,优,44,105,17,36,5,8,0.44,78
xinganmeng,2017-08-22,优,47,144,26,49,3,13,0.42,56
xinganmeng,2017-08-23,优,42,128,10,26,3,5,0.39,89
xinganmeng,2017-08-24,优,45,190,26,41,7,6,0.35,56
xinganmeng,2017-08-25,优,46,174,25,45,2,4,0.27,51
xinganmeng,2017-08-26,优,30,48,6,23,4,7,0.17,54
xinganmeng,2017-08-27,优,36,85,9,28,4,7,0.25,68
xinganmeng,2017-08-28,优,38,139,6,35,3,4,0.17,48
xinganmeng,2017-08-29,优,27,36,3,22,2,4,0.14,47
xinganmeng,2017-08-30,优,25,34,5,19,2,6,0.20,42
xinganmeng,2017-08-31,优,32,71,7,30,3,13,0.34,35
xinganmeng,2017-09-01,优,38,72,8,38,2,13,0.37,41
xinganmeng,2017-09-02,优,37,69,7,34,7,16,0.66,49
xinganmeng,2017-09-03,优,48,168,24,48,12,15,1.17,73
xinganmeng,2017-09-04,良,56,242,34,55,2,13,0.73,84
xinganmeng,2017-09-05,优,36,90,11,26,2,16,0.34,60
xinganmeng,2017-09-06,优,36,77,8,32,4,19,0.31,43
xinganmeng,2017-09-07,优,37,63,7,34,3,13,0.35,49
xinganmeng,2017-09-08,优,26,26,7,17,1,7,0.15,45
xinganmeng,2017-09-09,优,43,113,12,39,41,19,0.94,53
xinganmeng,2017-09-10,优,37,81,9,34,21,13,0.54,43
xinganmeng,2017-09-11,优,26,20,4,16,4,5,0.14,51
xinganmeng,2017-09-12,优,37,41,9,41,2,11,0.28,33
xinganmeng,2017-09-13,优,36,31,11,40,3,17,0.35,27
xinganmeng,2017-09-14,优,32,24,8,31,4,12,0.30,37
xinganmeng,2017-09-15,优,33,25,9,32,4,24,0.51,20
xinganmeng,2017-09-16,优,28,8,11,27,6,13,0.47,34
xinganmeng,2017-09-17,优,23,2,6,18,2,13,0.28,32
xinganmeng,2017-09-18,优,30,17,8,28,19,17,0.67,37
xinganmeng,2017-09-19,优,28,17,7,16,2,12,0.26,43
xinganmeng,2017-09-20,优,26,12,6,19,4,13,0.29,46
xinganmeng,2017-09-21,优,38,58,9,37,13,15,0.58,67
xinganmeng,2017-09-22,优,46,81,10,41,14,13,0.65,63
xinganmeng,2017-09-23,优,41,57,8,41,12,19,0.66,43
xinganmeng,2017-09-24,优,37,89,8,28,4,13,0.23,52
xinganmeng,2017-09-25,优,46,163,11,48,7,16,0.59,63
xinganmeng,2017-09-26,优,32,45,6,20,2,7,0.15,58
xinganmeng,2017-09-27,优,24,13,4,15,5,10,0.16,45
xinganmeng,2017-09-28,优,22,4,4,18,3,8,0.16,41
xinganmeng,2017-09-29,优,23,7,6,19,4,7,0.31,44
xinganmeng,2017-09-30,优,28,28,6,23,4,15,0.39,43
xinganmeng,2017-10-01,优,42,113,10,42,4,5,0.27,58
xinganmeng,2017-10-02,优,28,36,6,13,1,5,0.15,55
xinganmeng,2017-10-03,优,27,48,6,16,2,10,0.22,48
xinganmeng,2017-10-05,良,53,278,14,58,8,17,0.41,68
xinganmeng,2017-10-06,良,60,264,19,68,5,20,0.49,57
xinganmeng,2017-10-07,优,34,43,13,32,6,11,0.40,56
xinganmeng,2017-10-08,优,24,8,9,19,2,11,0.26,43
xinganmeng,2017-10-09,优,23,17,8,15,1,10,0.24,42
xinganmeng,2017-10-10,优,33,137,10,35,3,22,0.45,30
xinganmeng,2017-10-11,优,30,80,10,27,4,20,0.34,34
xinganmeng,2017-10-12,优,41,199,13,40,6,23,0.60,42
xinganmeng,2017-10-13,优,35,104,11,31,3,18,0.34,44
xinganmeng,2017-10-14,优,35,87,12,33,7,22,0.39,43
xinganmeng,2017-10-15,良,56,246,22,64,7,33,0.62,25
xinganmeng,2017-10-16,优,37,157,13,33,8,25,0.48,37
xinganmeng,2017-10-17,良,65,279,40,65,7,21,0.42,55
xinganmeng,2017-10-18,良,74,296,46,85,8,22,0.44,61
xinganmeng,2017-10-19,良,52,166,25,56,8,27,0.50,44
xinganmeng,2017-10-20,良,64,202,37,66,8,23,0.52,46
xinganmeng,2017-10-21,优,43,76,21,45,7,23,0.42,40
xinganmeng,2017-10-22,良,68,191,34,86,11,38,0.75,22
xinganmeng,2017-10-23,优,49,89,21,52,16,30,0.74,33
xinganmeng,2017-10-24,优,47,64,18,49,14,29,0.91,36
xinganmeng,2017-10-25,优,39,23,13,37,6,19,0.42,51
xinganmeng,2017-10-26,良,68,133,37,86,11,37,0.95,36
xinganmeng,2017-10-27,轻度污染,121,305,90,149,15,38,1.50,40
xinganmeng,2017-10-28,良,59,65,23,65,3,11,0.33,51
xinganmeng,2017-10-29,优,25,1,6,17,5,11,0.21,48
xinganmeng,2017-10-30,优,34,15,8,26,15,17,0.39,44
xinganmeng,2017-10-31,优,40,21,11,35,9,14,0.45,54
xinganmeng,2017-11-01,优,33,6,10,24,8,12,0.25,56
xinganmeng,2017-11-02,优,34,9,12,33,6,15,0.36,41
xinganmeng,2017-11-03,优,33,14,13,34,6,16,0.46,34
xinganmeng,2017-11-04,良,52,83,20,65,14,26,1.21,33
xinganmeng,2017-11-05,良,68,146,36,86,24,37,1.19,26
xinganmeng,2017-11-06,良,68,97,34,75,10,32,0.63,31
xinganmeng,2017-11-07,良,76,113,55,71,4,16,0.39,41
xinganmeng,2017-11-08,优,35,26,20,33,8,21,0.56,31
xinganmeng,2017-11-09,良,55,81,36,56,13,30,0.98,10
xinganmeng,2017-11-10,优,29,6,13,24,4,8,0.22,48
xinganmeng,2017-11-11,优,24,3,7,12,8,9,0.26,45
xinganmeng,2017-11-12,优,45,55,20,51,12,18,0.50,32
xinganmeng,2017-11-13,优,23,2,7,17,9,9,0.20,44
xinganmeng,2017-11-14,优,26,5,7,21,5,5,0.20,46
xinganmeng,2017-11-15,优,24,5,8,14,5,6,0.22,47
xinganmeng,2017-11-16,优,41,43,24,41,9,19,0.78,31
xinganmeng,2017-11-17,优,35,38,17,35,5,15,0.55,28
xinganmeng,2017-11-18,优,23,5,9,18,8,9,0.28,39
xinganmeng,2017-11-19,优,28,30,12,22,11,13,0.38,43
xinganmeng,2017-11-20,优,42,95,21,41,12,15,0.61,46
xinganmeng,2017-11-21,优,42,75,15,44,11,13,0.46,44
xinganmeng,2017-11-22,优,27,19,6,15,7,5,0.21,52
xinganmeng,2017-11-23,优,25,3,8,16,4,7,0.26,46
xinganmeng,2017-11-24,优,35,23,17,28,10,16,0.57,42
xinganmeng,2017-11-25,优,38,38,21,37,11,17,0.63,34
xinganmeng,2017-11-26,优,31,16,7,18,10,7,0.27,59
xinganmeng,2017-11-27,良,52,82,14,60,17,10,0.43,55
xinganmeng,2017-11-28,优,48,38,14,52,4,4,0.18,55
xinganmeng,2017-11-29,优,34,16,7,14,6,5,0.19,68
xinganmeng,2017-11-30,优,36,45,16,27,17,17,0.51,48
xinganmeng,2017-12-01,优,30,21,14,24,19,15,0.44,44
xinganmeng,2017-12-02,优,43,58,26,45,10,19,0.75,26
xinganmeng,2017-12-03,优,45,51,30,43,7,14,0.70,29
xinganmeng,2017-12-04,优,31,6,10,18,7,9,0.33,58
xinganmeng,2017-12-05,良,52,77,34,56,19,25,1.22,26
xinganmeng,2017-12-06,良,65,79,44,70,20,27,1.43,14
xinganmeng,2017-12-07,良,55,66,36,60,15,19,1.01,25
xinganmeng,2017-12-08,优,34,7,15,32,14,14,0.74,30
xinganmeng,2017-12-09,良,69,90,49,69,15,21,1.27,18
xinganmeng,2017-12-10,优,49,34,34,44,9,10,0.50,40
xinganmeng,2017-12-11,优,25,3,9,14,4,5,0.35,50
xinganmeng,2017-12-12,优,41,46,18,25,8,12,0.60,51
xinganmeng,2017-12-13,优,44,62,29,30,18,24,1.07,35
xinganmeng,2017-12-14,良,55,121,39,41,23,26,1.22,18
xinganmeng,2017-12-15,优,26,24,10,14,8,8,0.35,49
xinganmeng,2017-12-16,优,28,20,10,15,6,7,0.36,57
xinganmeng,2017-12-17,优,31,3,14,21,15,12,0.52,50
xinganmeng,2017-12-18,优,42,17,25,33,18,15,0.79,43
xinganmeng,2017-12-19,优,39,18,20,34,20,19,0.77,46
xinganmeng,2017-12-20,优,48,29,31,45,21,23,1.14,28
xinganmeng,2017-12-21,优,33,3,16,29,18,23,0.69,41
xinganmeng,2017-12-22,优,30,1,12,18,11,14,0.45,58
xinganmeng,2017-12-23,优,33,1,15,19,16,18,0.73,47
xinganmeng,2017-12-24,优,36,6,8,14,5,7,0.38,70
xinganmeng,2017-12-25,优,36,9,17,29,10,11,0.42,54
xinganmeng,2017-12-26,优,28,5,10,18,5,6,0.34,55
xinganmeng,2017-12-27,优,50,39,28,51,19,20,0.95,38
xinganmeng,2017-12-28,良,83,120,58,99,19,30,1.58,10
xinganmeng,2017-12-29,良,69,84,44,74,15,19,1.05,22
xinganmeng,2017-12-30,良,81,119,55,101,21,20,1.43,23
xinganmeng,2017-12-31,轻度污染,119,198,88,141,19,25,2.11,11
xinganmeng,2016-01-01,良,93,129,68,83,36,36,1.66,27
xinganmeng,2016-01-02,轻度污染,149,223,114,132,33,44,2.16,13
xinganmeng,2016-01-03,良,74,82,52,65,22,26,1.19,29
xinganmeng,2016-01-04,优,30,7,11,26,29,11,0.52,51
xinganmeng,2016-01-05,优,27,3,13,22,28,12,0.58,52
xinganmeng,2016-01-06,优,33,27,16,28,21,13,0.77,52
xinganmeng,2016-01-07,优,29,10,7,18,13,9,0.50,58
xinganmeng,2016-01-08,优,31,12,10,22,7,13,0.49,60
xinganmeng,2016-01-09,优,33,16,10,18,6,9,0.48,65
xinganmeng,2016-01-10,优,32,20,11,19,7,10,0.49,63
xinganmeng,2016-01-11,优,33,53,10,21,11,11,0.46,64
xinganmeng,2016-01-12,优,32,30,7,20,23,11,0.50,63
xinganmeng,2016-01-13,优,32,12,11,18,19,12,0.65,61
xinganmeng,2016-01-14,良,57,87,38,48,17,30,1.07,39
xinganmeng,2016-01-15,良,76,137,55,74,21,25,1.02,33
xinganmeng,2016-01-16,良,71,130,51,60,21,27,1.09,33
xinganmeng,2016-01-17,优,44,72,27,34,10,14,0.75,48
xinganmeng,2016-01-18,优,48,82,30,37,12,20,0.94,41
xinganmeng,2016-01-19,良,65,121,46,49,15,24,1.13,35
xinganmeng,2016-01-20,良,75,158,54,62,21,32,1.37,28
xinganmeng,2016-01-21,良,99,281,72,82,19,32,1.43,26
xinganmeng,2016-01-22,优,31,56,16,21,11,12,0.62,55
xinganmeng,2016-01-23,优,33,46,15,27,12,13,0.65,51
xinganmeng,2016-01-24,优,36,20,11,32,15,9,0.59,68
xinganmeng,2016-01-25,优,44,37,12,41,21,10,0.58,72
xinganmeng,2016-01-26,优,33,7,15,31,27,10,0.59,55
xinganmeng,2016-01-27,优,36,33,20,32,38,15,0.66,54
xinganmeng,2016-01-28,优,39,50,23,33,17,16,0.69,50
xinganmeng,2016-01-29,优,37,52,21,28,12,15,0.58,53
xinganmeng,2016-01-30,优,31,15,13,22,16,10,0.49,62
xinganmeng,2016-01-31,优,36,39,16,26,20,12,0.58,64
xinganmeng,2016-02-01,优,37,58,13,28,21,12,0.48,72
xinganmeng,2016-02-02,优,49,59,22,39,19,21,0.72,62
xinganmeng,2016-02-03,优,41,20,13,26,14,9,0.38,81
xinganmeng,2016-02-04,优,44,37,13,35,17,10,0.39,78
xinganmeng,2016-02-05,优,43,61,22,33,14,14,0.68,67
xinganmeng,2016-02-06,优,36,11,16,26,16,12,0.50,70
xinganmeng,2016-02-07,良,62,71,39,46,20,14,0.89,65
xinganmeng,2016-02-08,轻度污染,111,105,85,90,19,15,0.96,61
xinganmeng,2016-02-09,良,92,212,67,74,18,22,1.37,40
xinganmeng,2016-02-10,良,81,206,57,72,17,19,1.18,42
xinganmeng,2016-02-11,轻度污染,149,297,113,138,21,25,1.68,45
xinganmeng,2016-02-12,良,63,129,41,57,11,11,0.68,66
xinganmeng,2016-02-13,优,35,56,13,23,8,5,0.46,69
xinganmeng,2016-02-14,优,38,146,10,19,13,7,0.41,75
xinganmeng,2016-02-15,优,38,108,11,27,17,9,0.42,71
xinganmeng,2016-02-16,优,37,35,12,23,10,8,0.44,71
xinganmeng,2016-02-17,优,37,14,12,20,14,9,0.54,76
xinganmeng,2016-02-18,优,40,15,19,31,9,9,0.57,77
